Date,Mkt-RF
20120215,-0.5
20120216,1.27
20120217,0.16
20120221,-0.05
20120222,-0.39
20120223,0.56
20120224,0.15
20120227,0.14
20120228,0.28
20120229,-0.55
20120301,0.64
20120302,-0.46
20120305,-0.4
20120306,-1.62
20120307,0.8
20120308,1.07
20120309,0.49
20120312,-0.07
20120313,1.86
20120314,-0.23
20120315,0.67
20120316,0.06
20120319,0.41
20120320,-0.39
20120321,-0.1
20120322,-0.74
20120323,0.39
20120326,1.45
20120327,-0.3
20120328,-0.51
20120329,-0.16
20120330,0.28
20120402,0.77
20120403,-0.34
20120404,-1.11
20120405,-0.03
20120409,-1.21
20120410,-1.85
20120411,0.85
20120412,1.44
20120413,-1.25
20120416,-0.09
20120417,1.55
20120418,-0.43
20120419,-0.57
20120420,0.11
20120423,-0.95
20120424,0.29
20120425,1.44
20120426,0.75
20120427,0.35
20120430,-0.49
20120501,0.48
20120502,-0.15
20120503,-0.92
20120504,-1.62
20120507,0.04
20120508,-0.41
20120509,-0.62
20120510,0.29
20120511,-0.29
20120514,-1.14
20120515,-0.52
20120516,-0.44
20120517,-1.64
20120518,-0.8
20120521,1.69
20120522,0
20120523,0.26
20120524,0.16
20120525,-0.16
20120529,1.14
20120530,-1.47
20120531,-0.23
20120601,-2.6
20120604,-0.05
20120605,0.68
20120606,2.32
20120607,-0.1
20120608,0.85
20120611,-1.4
20120612,1.16
20120613,-0.77
20120614,1.04
20120615,1.07
20120618,0.21
20120619,1.09
20120620,-0.14
20120621,-2.26
20120622,0.79
20120625,-1.62
20120626,0.52
20120627,0.92
20120628,-0.24
20120629,2.55
20120702,0.33
20120703,0.76
20120705,-0.36
20120706,-0.99
20120709,-0.23
20120710,-0.84
20120711,-0.08
20120712,-0.5
20120713,1.62
20120716,-0.31
20120717,0.67
20120718,0.71
20120719,0.27
20120720,-1.06
20120723,-1.02
20120724,-0.99
20120725,-0.01
20120726,1.53
20120727,1.96
20120730,-0.13
20120731,-0.47
20120801,-0.5
20120802,-0.69
20120803,1.99
20120806,0.34
20120807,0.64
20120808,0.09
20120809,0.12
20120810,0.17
20120813,-0.14
20120814,-0.03
20120815,0.27
20120816,0.75
20120817,0.27
20120820,-0.06
20120821,-0.31
20120822,0
20120823,-0.78
20120824,0.61
20120827,-0.06
20120828,0.01
20120829,0.15
20120830,-0.8
20120831,0.52
20120904,0.08
20120905,-0.05
20120906,2.07
20120907,0.45
20120910,-0.57
20120911,0.28
20120912,0.27
20120913,1.56
20120914,0.54
20120917,-0.42
20120918,-0.15
20120919,0.18
20120920,-0.13
20120921,0.04
20120924,-0.26
20120925,-1.11
20120926,-0.57
20120927,0.99
20120928,-0.46
20121001,0.26
20121002,0.1
20121003,0.36
20121004,0.76
20121005,-0.03
20121008,-0.36
20121009,-1.05
20121010,-0.58
20121011,0.11
20121012,-0.34
20121015,0.79
20121016,1
20121017,0.49
20121018,-0.31
20121019,-1.68
20121022,0.01
20121023,-1.29
20121024,-0.28
20121025,0.27
20121026,-0.07
20121031,0.14
20121101,1.19
20121102,-1.04
20121105,0.28
20121106,0.8
20121107,-2.31
20121108,-1.24
20121109,0.15
20121112,0
20121113,-0.4
20121114,-1.4
20121115,-0.24
20121116,0.58
20121119,1.98
20121120,0.11
20121121,0.31
20121123,1.28
20121126,-0.14
20121127,-0.43
20121128,0.83
20121129,0.54
20121130,0.02
20121203,-0.46
20121204,-0.16
20121205,0.17
20121206,0.31
20121207,0.27
20121210,0.11
20121211,0.68
20121212,-0.02
20121213,-0.57
20121214,-0.34
20121217,1.16
20121218,1.2
20121219,-0.6
20121220,0.53
20121221,-0.88
20121224,-0.24
20121226,-0.54
20121227,-0.11
20121228,-1
20121231,1.71
20130102,2.62
20130103,-0.14
20130104,0.55
20130107,-0.31
20130108,-0.27
20130109,0.34
20130110,0.66
20130111,0.02
20130114,-0.06
20130115,0.19
20130116,-0.04
20130117,0.61
20130118,0.29
20130122,0.48
20130123,0.1
20130124,0.09
20130125,0.59
20130128,-0.14
20130129,0.36
20130130,-0.38
20130131,-0.08
20130201,0.99
20130204,-1.19
20130205,1.07
20130206,0.15
20130207,-0.15
20130208,0.58
20130211,-0.08
20130212,0.16
20130213,0.14
20130214,0.11
20130215,-0.11
20130219,0.74
20130220,-1.36
20130221,-0.66
20130222,0.94
20130225,-1.82
20130226,0.58
20130227,1.29
20130228,-0.05
20130301,0.22
20130304,0.47
20130305,1
20130306,0.18
20130307,0.27
20130308,0.52
20130311,0.3
20130312,-0.22
20130313,0.2
20130314,0.58
20130315,-0.19
20130318,-0.5
20130319,-0.24
20130320,0.76
20130321,-0.85
20130322,0.62
20130325,-0.29
20130326,0.76
20130327,-0.02
20130328,0.39
20130401,-0.57
20130402,0.33
20130403,-1.16
20130404,0.42
20130405,-0.41
20130408,0.7
20130409,0.31
20130410,1.28
20130411,0.35
20130412,-0.28
20130415,-2.48
20130416,1.47
20130417,-1.46
20130418,-0.71
20130419,0.97
20130422,0.45
20130423,1.11
20130424,0.06
20130425,0.49
20130426,-0.2
20130429,0.67
20130430,0.29
20130501,-1.08
20130502,1.04
20130503,1.12
20130506,0.23
20130507,0.54
20130508,0.44
20130509,-0.31
20130510,0.54
20130513,-0.02
20130514,1.1
20130515,0.51
20130516,-0.5
20130517,1.04
20130520,-0.06
20130521,0.16
20130522,-0.92
20130523,-0.19
20130524,-0.06
20130528,0.77
20130529,-0.7
20130530,0.5
20130531,-1.31
20130603,0.48
20130604,-0.55
20130605,-1.38
20130606,0.89
20130607,1.3
20130610,0.07
20130611,-1.04
20130612,-0.82
20130613,1.47
20130614,-0.59
20130617,0.74
20130618,0.8
20130619,-1.28
20130620,-2.45
20130621,0.13
20130624,-1.19
20130625,0.96
20130626,0.92
20130627,0.77
20130628,-0.33
20130701,0.71
20130702,-0.1
20130703,0.11
20130705,1.11
20130708,0.53
20130709,0.74
20130710,0.06
20130711,1.32
20130712,0.33
20130715,0.2
20130716,-0.41
20130717,0.3
20130718,0.54
20130719,0.09
20130722,0.22
20130723,-0.15
20130724,-0.39
20130725,0.42
20130726,0.02
20130729,-0.37
20130730,0.12
20130731,0.09
20130801,1.4
20130802,0.2
20130805,-0.07
20130806,-0.68
20130807,-0.42
20130808,0.47
20130809,-0.29
20130812,-0.02
20130813,0.2
20130814,-0.5
20130815,-1.47
20130816,-0.26
20130819,-0.62
20130820,0.53
20130821,-0.59
20130822,0.93
20130823,0.38
20130826,-0.29
20130827,-1.75
20130828,0.3
20130829,0.34
20130830,-0.47
20130903,0.46
20130904,0.83
20130905,0.19
20130906,0.01
20130909,1.09
20130910,0.8
20130911,0.28
20130912,-0.32
20130913,0.29
20130916,0.49
20130917,0.54
20130918,1.1
20130919,-0.13
20130920,-0.63
20130923,-0.45
20130924,-0.12
20130925,-0.23
20130926,0.42
20130927,-0.39
20130930,-0.49
20131001,0.9
20131002,-0.1
20131003,-0.88
20131004,0.74
20131007,-0.95
20131008,-1.35
20131009,-0.05
20131010,2.23
20131011,0.71
20131014,0.44
20131015,-0.73
20131016,1.37
20131017,0.7
20131018,0.73
20131021,-0.02
20131022,0.5
20131023,-0.51
20131024,0.42
20131025,0.33
20131028,0.09
20131029,0.54
20131030,-0.61
20131031,-0.34
20131101,0.2
20131104,0.47
20131105,-0.23
20131106,0.27
20131107,-1.46
20131108,1.45
20131111,0.12
20131112,-0.19
20131113,0.9
20131114,0.43
20131115,0.43
20131118,-0.5
20131119,-0.27
20131120,-0.33
20131121,0.97
20131122,0.5
20131125,-0.11
20131126,0.18
20131127,0.3
20131129,-0.02
20131202,-0.31
20131203,-0.34
20131204,-0.07
20131205,-0.35
20131206,1.02
20131209,0.17
20131210,-0.34
20131211,-1.16
20131212,-0.23
20131213,0.1
20131216,0.67
20131217,-0.26
20131218,1.55
20131219,-0.1
20131220,0.69
20131223,0.62
20131224,0.34
20131226,0.44
20131227,-0.05
20131230,0
20131231,0.44
20140102,-0.88
20140103,0.03
20140106,-0.34
20140107,0.68
20140108,0.04
20140109,0.02
20140110,0.27
20140113,-1.32
20140114,1.15
20140115,0.53
20140116,-0.07
20140117,-0.39
20140121,0.3
20140122,0.15
20140123,-0.86
20140124,-2.19
20140127,-0.65
20140128,0.73
20140129,-1.07
20140130,1.22
20140131,-0.66
20140203,-2.48
20140204,0.77
20140205,-0.23
20140206,1.21
20140207,1.33
20140210,0.16
20140211,1.09
20140212,0.11
20140213,0.72
20140214,0.42
20140218,0.27
20140219,-0.74
20140220,0.7
20140221,-0.09
20140224,0.65
20140225,-0.1
20140226,0.12
20140227,0.54
20140228,0.15
20140303,-0.7
20140304,1.67
20140305,0.01
20140306,0.16
20140307,0.04
20140310,-0.09
20140311,-0.62
20140312,0.13
20140313,-1.21
20140314,-0.16
20140317,0.9
20140318,0.82
20140319,-0.59
20140320,0.52
20140321,-0.37
20140324,-0.64
20140325,0.3
20140326,-0.89
20140327,-0.19
20140328,0.41
20140331,0.97
20140401,0.87
20140402,0.29
20140403,-0.31
20140404,-1.47
20140407,-1.26
20140408,0.5
20140409,1.2
20140410,-2.24
20140411,-1.07
20140414,0.7
20140415,0.59
20140416,1.13
20140417,0.23
20140421,0.36
20140422,0.58
20140423,-0.31
20140424,0.08
20140425,-1.05
20140428,0.11
20140429,0.56
20140430,0.35
20140501,0.04
20140502,-0.07
20140505,0.13
20140506,-1.03
20140507,0.45
20140508,-0.26
20140509,0.25
20140512,1.2
20140513,-0.05
20140514,-0.6
20140515,-0.9
20140516,0.36
20140519,0.5
20140520,-0.78
20140521,0.81
20140522,0.36
20140523,0.49
20140527,0.69
20140528,-0.11
20140529,0.54
20140530,0.06
20140602,0.06
20140603,-0.05
20140604,0.28
20140605,0.77
20140606,0.54
20140609,0.22
20140610,-0.03
20140611,-0.34
20140612,-0.68
20140613,0.31
20140616,0.13
20140617,0.34
20140618,0.75
20140619,0.12
20140620,0.18
20140623,-0.01
20140624,-0.72
20140625,0.53
20140626,-0.11
20140627,0.26
20140630,0.07
20140701,0.74
20140702,-0.03
20140703,0.59
20140707,-0.62
20140708,-0.82
20140709,0.46
20140710,-0.49
20140711,0.12
20140714,0.46
20140715,-0.32
20140716,0.32
20140717,-1.21
20140718,1.12
20140721,-0.25
20140722,0.53
20140723,0.19
20140724,0.05
20140725,-0.53
20140728,-0.08
20140729,-0.33
20140730,0.12
20140731,-2.03
20140801,-0.32
20140804,0.74
20140805,-0.84
20140806,0.02
20140807,-0.52
20140808,1.12
20140811,0.4
20140812,-0.23
20140813,0.69
20140814,0.44
20140815,0
20140818,0.93
20140819,0.49
20140820,0.19
20140821,0.28
20140822,-0.1
20140825,0.5
20140826,0.19
20140827,0
20140828,-0.19
20140829,0.39
20140902,0.06
20140903,-0.14
20140904,-0.17
20140905,0.45
20140908,-0.22
20140909,-0.72
20140910,0.45
20140911,0.19
20140912,-0.55
20140915,-0.28
20140916,0.7
20140917,0.17
20140918,0.5
20140919,-0.18
20140922,-0.97
20140923,-0.62
20140924,0.81
20140925,-1.62
20140926,0.85
20140929,-0.22
20140930,-0.4
20141001,-1.39
20141002,0.15
20141003,1.08
20141006,-0.26
20141007,-1.56
20141008,1.7
20141009,-2.17
20141010,-1.3
20141013,-1.59
20141014,0.28
20141015,-0.53
20141016,0.23
20141017,1.14
20141020,0.94
20141021,1.98
20141022,-0.85
20141023,1.29
20141024,0.66
20141027,-0.17
20141028,1.37
20141029,-0.18
20141030,0.6
20141031,1.23
20141103,-0.01
20141104,-0.35
20141105,0.48
20141106,0.49
20141107,0.09
20141110,0.33
20141111,0.1
20141112,0.07
20141113,-0.03
20141114,0.06
20141117,-0.05
20141118,0.51
20141119,-0.21
20141120,0.31
20141121,0.48
20141124,0.4
20141125,-0.08
20141126,0.3
20141128,-0.35
20141201,-0.9
20141202,0.65
20141203,0.46
20141204,-0.17
20141205,0.25
20141208,-0.82
20141209,0.13
20141210,-1.72
20141211,0.49
20141212,-1.55
20141215,-0.68
20141216,-0.8
20141217,2.15
20141218,2.36
20141219,0.43
20141222,0.37
20141223,0.21
20141224,0.07
20141226,0.39
20141229,0.13
20141230,-0.48
20141231,-0.93
20150102,-0.11
20150105,-1.84
20150106,-1.04
20150107,1.19
20150108,1.81
20150109,-0.85
20150112,-0.79
20150113,-0.19
20150114,-0.6
20150115,-1.08
20150116,1.36
20150120,0.11
20150121,0.42
20150122,1.58
20150123,-0.47
20150126,0.43
20150127,-1.21
20150128,-1.39
20150129,0.98
20150130,-1.3
20150202,1.25
20150203,1.49
20150204,-0.35
20150205,1.1
20150206,-0.2
20150209,-0.46
20150210,1.04
20150211,0.03
20150212,1
20150213,0.47
20150217,0.17
20150218,0.03
20150219,-0.01
20150220,0.61
20150223,-0.08
20150224,0.32
20150225,0.02
20150226,-0.08
20150227,-0.36
20150302,0.62
20150303,-0.43
20150304,-0.41
20150305,0.15
20150306,-1.29
20150309,0.37
20150310,-1.63
20150311,-0.04
20150312,1.28
20150313,-0.57
20150316,1.23
20150317,-0.2
20150318,1.08
20150319,-0.36
20150320,0.81
20150323,-0.19
20150324,-0.51
20150325,-1.56
20150326,-0.22
20150327,0.32
20150330,1.24
20150331,-0.75
20150401,-0.38
20150402,0.35
20150406,0.61
20150407,-0.22
20150408,0.37
20150409,0.41
20150410,0.49
20150413,-0.38
20150414,0.11
20150415,0.57
20150416,-0.08
20150417,-1.23
20150420,0.95
20150421,-0.1
20150422,0.46
20150423,0.29
20150424,0.17
20150427,-0.54
20150428,0.27
20150429,-0.38
20150430,-1.11
20150501,1.01
20150504,0.32
20150505,-1.19
20150506,-0.31
20150507,0.39
20150508,1.21
20150511,-0.39
20150512,-0.27
20150513,0.01
20150514,1.01
20150515,0.05
20150518,0.44
20150519,-0.09
20150520,-0.05
20150521,0.23
20150522,-0.22
20150526,-1.01
20150527,0.93
20150528,-0.12
20150529,-0.58
20150601,0.17
20150602,-0.02
20150603,0.39
20150604,-0.88
20150605,0.06
20150608,-0.66
20150609,0.02
20150610,1.2
20150611,0.21
20150612,-0.63
20150615,-0.45
20150616,0.57
20150617,0.16
20150618,0.99
20150619,-0.43
20150622,0.63
20150623,0.12
20150624,-0.79
20150625,-0.25
20150626,-0.06
20150629,-2.15
20150630,0.33
20150701,0.6
20150702,-0.11
20150706,-0.37
20150707,0.53
20150708,-1.68
20150709,0.29
20150710,1.24
20150713,1.14
20150714,0.47
20150715,-0.19
20150716,0.78
20150717,0.05
20150720,-0.01
20150721,-0.47
20150722,-0.18
20150723,-0.6
20150724,-1.08
20150727,-0.74
20150728,1.23
20150729,0.74
20150730,0.12
20150731,-0.15
20150803,-0.35
20150804,-0.14
20150805,0.36
20150806,-0.88
20150807,-0.36
20150810,1.32
20150811,-0.98
20150812,0.07
20150813,-0.14
20150814,0.43
20150817,0.6
20150818,-0.35
20150819,-0.85
20150820,-2.24
20150821,-2.95
20150824,-3.9
20150825,-1.17
20150826,3.68
20150827,2.4
20150828,0.23
20150831,-0.74
20150901,-2.91
20150902,1.81
20150903,0.17
20150904,-1.39
20150908,2.52
20150909,-1.34
20150910,0.49
20150911,0.44
20150914,-0.41
20150915,1.22
20150916,0.84
20150917,-0.17
20150918,-1.62
20150921,0.36
20150922,-1.29
20150923,-0.27
20150924,-0.36
20150925,-0.22
20150928,-2.63
20150929,-0.07
20150930,1.88
20151001,0.13
20151002,1.48
20151005,1.93
20151006,-0.43
20151007,0.94
20151008,0.84
20151009,0.12
20151012,0.06
20151013,-0.74
20151014,-0.6
20151015,1.56
20151016,0.36
20151019,0
20151020,-0.15
20151021,-0.74
20151022,1.5
20151023,1.09
20151026,-0.2
20151027,-0.42
20151028,1.43
20151029,-0.2
20151030,-0.41
20151102,1.25
20151103,0.32
20151104,-0.26
20151105,-0.08
20151106,0.14
20151109,-0.95
20151110,0.13
20151111,-0.43
20151112,-1.45
20151113,-1.06
20151116,1.39
20151117,-0.11
20151118,1.61
20151119,-0.13
20151120,0.35
20151123,-0.01
20151124,0.21
20151125,0.09
20151127,0.09
20151130,-0.47
20151201,0.97
20151202,-1.01
20151203,-1.5
20151204,1.86
20151207,-0.84
20151208,-0.59
20151209,-0.83
20151210,0.3
20151211,-2.03
20151214,0.29
20151215,1.1
20151216,1.47
20151217,-1.46
20151218,-1.7
20151221,0.74
20151222,0.89
20151223,1.3
20151224,-0.11
20151228,-0.29
20151229,1.05
20151230,-0.74
20151231,-0.92
20160104,-1.59
20160105,0.12
20160106,-1.35
20160107,-2.44
20160108,-1.11
20160111,-0.06
20160112,0.71
20160113,-2.67
20160114,1.65
20160115,-2.14
20160119,-0.2
20160120,-0.94
20160121,0.45
20160122,2.08
20160125,-1.71
20160126,1.52
20160127,-1.11
20160128,0.49
20160129,2.57
20160201,-0.04
20160202,-2
20160203,0.46
20160204,0.27
20160205,-2.06
20160208,-1.51
20160209,-0.1
20160210,0.01
20160211,-1.17
20160212,1.98
20160216,1.78
20160217,1.75
20160218,-0.51
20160219,0.06
20160222,1.43
20160223,-1.22
20160224,0.53
20160225,1.1
20160226,-0.01
20160229,-0.69
20160301,2.34
20160302,0.54
20160303,0.51
20160304,0.37
20160307,0.21
20160308,-1.27
20160309,0.5
20160310,-0.11
20160311,1.69
20160314,-0.12
20160315,-0.36
20160316,0.63
20160317,0.72
20160318,0.54
20160321,0.1
20160322,-0.05
20160323,-0.86
20160324,0
20160328,0.04
20160329,1.07
20160330,0.41
20160331,-0.11
20160401,0.64
20160404,-0.41
20160405,-0.94
20160406,1.14
20160407,-1.23
20160408,0.29
20160411,-0.28
20160412,0.99
20160413,1.23
20160414,0.03
20160415,-0.04
20160418,0.65
20160419,0.29
20160420,0.15
20160421,-0.47
20160422,0.12
20160425,-0.24
20160426,0.29
20160427,0.21
20160428,-0.96
20160429,-0.5
20160502,0.78
20160503,-1.05
20160504,-0.66
20160505,-0.08
20160506,0.38
20160509,0.05
20160510,1.26
20160511,-0.89
20160512,-0.11
20160513,-0.82
20160516,0.99
20160517,-0.95
20160518,0.1
20160519,-0.33
20160520,0.75
20160523,-0.18
20160524,1.43
20160525,0.72
20160526,-0.04
20160527,0.49
20160531,-0.01
20160601,0.2
20160602,0.35
20160603,-0.38
20160606,0.6
20160607,0.12
20160608,0.37
20160609,-0.27
20160610,-1.05
20160613,-0.84
20160614,-0.19
20160615,-0.11
20160616,0.24
20160617,-0.3
20160620,0.71
20160621,0.21
20160622,-0.2
20160623,1.45
20160624,-3.7
20160627,-2.07
20160628,1.76
20160629,1.8
20160630,1.42
20160701,0.24
20160705,-0.85
20160706,0.62
20160707,0.02
20160708,1.6
20160711,0.43
20160712,0.75
20160713,-0.05
20160714,0.51
20160715,-0.05
20160718,0.25
20160719,-0.22
20160720,0.48
20160721,-0.38
20160722,0.48
20160725,-0.27
20160726,0.13
20160727,-0.14
20160728,0.18
20160729,0.17
20160801,-0.16
20160802,-0.7
20160803,0.45
20160804,0.05
20160805,0.93
20160808,-0.06
20160809,0.05
20160810,-0.29
20160811,0.54
20160812,-0.06
20160815,0.39
20160816,-0.57
20160817,0.12
20160818,0.32
20160819,-0.11
20160822,-0.02
20160823,0.27
20160824,-0.56
20160825,-0.08
20160826,-0.15
20160829,0.53
20160830,-0.14
20160831,-0.24
20160901,0.03
20160902,0.53
20160906,0.26
20160907,0.09
20160908,-0.18
20160909,-2.47
20160912,1.44
20160913,-1.48
20160914,-0.08
20160915,1.07
20160916,-0.36
20160919,0.05
20160920,-0.02
20160921,1.12
20160922,0.7
20160923,-0.6
20160926,-0.88
20160927,0.64
20160928,0.56
20160929,-0.98
20160930,0.88
20161003,-0.26
20161004,-0.46
20161005,0.58
20161006,-0.06
20161007,-0.38
20161010,0.52
20161011,-1.3
20161012,0.06
20161013,-0.42
20161014,0.01
20161017,-0.29
20161018,0.6
20161019,0.25
20161020,-0.16
20161021,0.02
20161024,0.54
20161025,-0.46
20161026,-0.23
20161027,-0.33
20161028,-0.29
20161031,0.02
20161101,-0.68
20161102,-0.73
20161103,-0.4
20161104,-0.12
20161107,2.23
20161108,0.4
20161109,1.46
20161110,0.32
20161111,0.18
20161114,0.21
20161115,0.8
20161116,-0.12
20161117,0.56
20161118,-0.16
20161121,0.77
20161122,0.31
20161123,0.16
20161125,0.4
20161128,-0.64
20161129,0.11
20161130,-0.25
20161201,-0.36
20161202,0
20161205,0.75
20161206,0.48
20161207,1.26
20161208,0.36
20161209,0.46
20161212,-0.3
20161213,0.6
20161214,-0.82
20161215,0.46
20161216,-0.22
20161219,0.22
20161220,0.44
20161221,-0.24
20161222,-0.3
20161223,0.19
20161227,0.27
20161228,-0.87
20161229,-0.04
20161230,-0.52
20170103,0.83
20170104,0.79
20170105,-0.21
20170106,0.29
20170109,-0.37
20170110,0.16
20170111,0.31
20170112,-0.3
20170113,0.29
20170117,-0.49
20170118,0.24
20170119,-0.38
20170120,0.33
20170123,-0.29
20170124,0.83
20170125,0.84
20170126,-0.1
20170127,-0.12
20170130,-0.68
20170131,0
20170201,0.04
20170202,-0.02
20170203,0.82
20170206,-0.27
20170207,-0.01
20170208,0.06
20170209,0.72
20170210,0.38
20170213,0.49
20170214,0.45
20170215,0.54
20170216,-0.16
20170217,0.2
20170221,0.6
20170222,-0.15
20170223,-0.11
20170224,0.15
20170227,0.22
20170228,-0.42
20170301,1.47
20170302,-0.7
20170303,0.09
20170306,-0.38
20170307,-0.36
20170308,-0.19
20170309,0.04
20170310,0.34
20170313,0.13
20170314,-0.36
20170315,0.86
20170316,-0.06
20170317,-0.08
20170320,-0.25
20170321,-1.48
20170322,0.16
20170323,-0.03
20170324,-0.05
20170327,-0.05
20170328,0.72
20170329,0.18
20170330,0.36
20170331,-0.16
20170403,-0.28
20170404,0.05
20170405,-0.44
20170406,0.32
20170407,-0.08
20170410,0.08
20170411,-0.05
20170412,-0.49
20170413,-0.75
20170417,0.89
20170418,-0.25
20170419,-0.08
20170420,0.83
20170421,-0.28
20170424,1.18
20170425,0.66
20170426,0.04
20170427,0.05
20170428,-0.3
20170501,0.21
20170502,0.03
20170503,-0.19
20170504,0.02
20170505,0.46
20170508,-0.04
20170509,-0.05
20170510,0.21
20170511,-0.26
20170512,-0.18
20170515,0.53
20170516,-0.03
20170517,-1.97
20170518,0.4
20170519,0.7
20170522,0.56
20170523,0.18
20170524,0.24
20170525,0.42
20170526,0.06
20170530,-0.19
20170531,-0.02
20170601,0.95
20170602,0.35
20170605,-0.17
20170606,-0.28
20170607,0.15
20170608,0.18
20170609,-0.12
20170612,-0.11
20170613,0.55
20170614,-0.17
20170615,-0.3
20170616,-0.03
20170619,0.86
20170620,-0.73
20170621,-0.07
20170622,0.02
20170623,0.24
20170626,0.04
20170627,-0.85
20170628,1.02
20170629,-0.83
20170630,0.14
20170703,0.24
20170705,0.12
20170706,-0.95
20170707,0.7
20170710,0.05
20170711,0
20170712,0.72
20170713,0.17
20170714,0.42
20170717,0
20170718,0.04
20170719,0.59
20170720,-0.01
20170721,-0.08
20170724,-0.03
20170725,0.38
20170726,-0.06
20170727,-0.14
20170728,-0.17
20170731,-0.11
20170801,0.24
20170802,-0.08
20170803,-0.21
20170804,0.25
20170807,0.16
20170808,-0.24
20170809,-0.14
20170810,-1.49
20170811,0.2
20170814,1.03
20170815,-0.11
20170816,0.18
20170817,-1.59
20170818,-0.15
20170821,0.06
20170822,1.06
20170823,-0.32
20170824,-0.14
20170825,0.18
20170828,0.08
20170829,0.1
20170830,0.53
20170831,0.62
20170901,0.27
20170905,-0.81
20170906,0.28
20170907,-0.07
20170908,-0.16
20170911,1.08
20170912,0.43
20170913,0.11
20170914,-0.12
20170915,0.19
20170918,0.24
20170919,0.15
20170920,0.16
20170921,-0.28
20170922,0.12
20170925,-0.25
20170926,0.05
20170927,0.63
20170928,0.13
20170929,0.35
20171002,0.5
20171003,0.26
20171004,0.05
20171005,0.55
20171006,-0.08
20171009,-0.22
20171010,0.24
20171011,0.16
20171012,-0.18
20171013,0.04
20171016,0.17
20171017,0.01
20171018,0.14
20171019,0.02
20171020,0.57
20171023,-0.45
20171024,0.2
20171025,-0.51
20171026,0.2
20171027,0.82
20171030,-0.46
20171031,0.23
20171101,0.05
20171102,0.06
20171103,0.31
20171106,0.06
20171107,-0.2
20171108,0.12
20171109,-0.41
20171110,0.01
20171113,0.09
20171114,-0.22
20171115,-0.52
20171116,1.01
20171117,-0.14
20171120,0.21
20171121,0.67
20171122,-0.05
20171124,0.21
20171127,-0.06
20171128,1.06
20171129,0.02
20171130,0.82
20171201,-0.22
20171204,-0.1
20171205,-0.43
20171206,-0.09
20171207,0.42
20171208,0.51
20171211,0.26
20171212,0.07
20171213,0.02
20171214,-0.47
20171215,0.92
20171218,0.67
20171219,-0.3
20171220,0.01
20171221,0.24
20171222,-0.07
20171226,-0.07
20171227,0.05
20171228,0.22
20171229,-0.57
20180102,0.85
20180103,0.59
20180104,0.42
20180105,0.66
20180108,0.19
20180109,0.15
20180110,-0.07
20180111,0.87
20180112,0.66
20180116,-0.49
20180117,0.95
20180118,-0.18
20180119,0.57
20180122,0.77
20180123,0.22
20180124,-0.13
20180125,0.07
20180126,1.11
20180129,-0.62
20180130,-1.06
20180131,-0.07
20180201,0.03
20180202,-2.13
20180205,-4.03
20180206,1.67
20180207,-0.37
20180208,-3.67
20180209,1.36
20180212,1.36
20180213,0.31
20180214,1.52
20180215,1.21
20180216,0.03
20180220,-0.62
20180221,-0.43
20180222,0.01
20180223,1.54
20180226,1.12
20180227,-1.25
20180228,-1.1
20180301,-1.18
20180302,0.7
20180305,1.06
20180306,0.36
20180307,0.05
20180308,0.37
20180309,1.7
20180312,-0.09
20180313,-0.67
20180314,-0.53
20180315,-0.18
20180316,0.25
20180319,-1.38
20180320,0.15
20180321,-0.06
20180322,-2.54
20180323,-2.09
20180326,2.67
20180327,-1.87
20180328,-0.35
20180329,1.41
20180402,-2.29
20180403,1.24
20180404,1.17
20180405,0.75
20180406,-2.19
20180409,0.3
20180410,1.77
20180411,-0.49
20180412,0.84
20180413,-0.37
20180416,0.82
20180417,1.09
20180418,0.13
20180419,-0.49
20180420,-0.81
20180423,-0.05
20180424,-1.3
20180425,0.1
20180426,0.96
20180427,0.01
20180430,-0.8
20180501,0.24
20180502,-0.63
20180503,-0.25
20180504,1.3
20180507,0.42
20180508,0.07
20180509,0.89
20180510,0.84
20180511,0.19
20180514,0.05
20180515,-0.55
20180516,0.49
20180517,0.02
20180518,-0.23
20180521,0.72
20180522,-0.42
20180523,0.29
20180524,-0.16
20180525,-0.21
20180529,-1.03
20180530,1.31
20180531,-0.7
20180601,1.06
20180604,0.48
20180605,0.16
20180606,0.86
20180607,-0.14
20180608,0.31
20180611,0.12
20180612,0.23
20180613,-0.33
20180614,0.27
20180615,-0.08
20180618,-0.09
20180619,-0.38
20180620,0.23
20180621,-0.73
20180622,0.11
20180625,-1.48
20180626,0.27
20180627,-1.02
20180628,0.58
20180629,0.07
20180702,0.36
20180703,-0.44
20180705,0.87
20180706,0.87
20180709,0.93
20180710,0.21
20180711,-0.69
20180712,0.86
20180713,0.08
20180716,-0.16
20180717,0.48
20180718,0.27
20180719,-0.34
20180720,-0.1
20180723,0.15
20180724,0.22
20180725,0.83
20180726,-0.2
20180727,-0.82
20180730,-0.7
20180731,0.51
20180801,-0.13
20180802,0.67
20180803,0.31
20180806,0.46
20180807,0.29
20180808,-0.04
20180809,-0.05
20180810,-0.6
20180813,-0.46
20180814,0.69
20180815,-0.91
20180816,0.86
20180817,0.3
20180820,0.25
20180821,0.33
20180822,0.05
20180823,-0.19
20180824,0.62
20180827,0.74
20180828,-0.01
20180829,0.56
20180830,-0.41
20180831,0.08
20180904,-0.11
20180905,-0.41
20180906,-0.44
20180907,-0.18
20180910,0.23
20180911,0.37
20180912,0.03
20180913,0.45
20180914,0.12
20180917,-0.71
20180918,0.57
20180919,0.06
