Date,Mkt-RF
20050714,0.14
20050715,0.12
20050718,-0.55
20050719,0.75
20050720,0.54
20050721,-0.74
20050722,0.57
20050725,-0.47
20050726,0.21
20050727,0.43
20050728,0.67
20050729,-0.66
20050801,0.15
20050802,0.7
20050803,-0.02
20050804,-0.82
20050805,-0.81
20050808,-0.32
20050809,0.55
20050810,-0.13
20050811,0.71
20050812,-0.57
20050815,0.3
20050816,-1.22
20050817,0.05
20050818,-0.15
20050819,0.07
20050822,0.19
20050823,-0.31
20050824,-0.56
20050825,0.21
20050826,-0.66
20050829,0.65
20050830,-0.31
20050831,1.1
20050901,0.13
20050902,-0.36
20050906,1.22
20050907,0.3
20050908,-0.4
20050909,0.73
20050912,0
20050913,-0.76
20050914,-0.44
20050915,-0.02
20050916,0.72
20050919,-0.55
20050920,-0.78
20050921,-1.03
20050922,0.3
20050923,0.15
20050926,0.12
20050927,-0.02
20050928,0.06
20050929,0.92
20050930,0.2
20051003,0
20051004,-0.97
20051005,-1.63
20051006,-0.57
20051007,0.42
20051010,-0.73
20051011,-0.33
20051012,-0.79
20051013,-0.09
20051014,0.92
20051017,0.29
20051018,-1.03
20051019,1.45
20051020,-1.44
20051021,0.32
20051024,1.7
20051025,-0.3
20051026,-0.46
20051027,-1.24
20051028,1.55
20051031,0.96
20051101,-0.27
20051102,1.15
20051103,0.43
20051104,0.01
20051107,0.25
20051108,-0.37
20051109,0.15
20051110,0.8
20051111,0.27
20051114,-0.1
20051115,-0.49
20051116,0.11
20051117,1.06
20051118,0.43
20051121,0.6
20051122,0.48
20051123,0.31
20051125,0.18
20051128,-1.01
20051129,0.01
20051130,-0.43
20051201,1.27
20051202,0.05
20051205,-0.3
20051206,0.12
20051207,-0.49
20051208,-0.03
20051209,0.27
20051212,0.1
20051213,0.44
20051214,0.34
20051215,-0.23
20051216,-0.29
20051219,-0.73
20051220,-0.02
20051221,0.33
20051222,0.45
20051223,0.08
20051227,-1
20051228,0.19
20051229,-0.27
20051230,-0.5
20060103,1.5
20060104,0.46
20060105,0.03
20060106,0.92
20060109,0.45
20060110,0.05
20060111,0.28
20060112,-0.65
20060113,0.17
20060117,-0.4
20060118,-0.35
20060119,0.63
20060120,-1.8
20060123,0.18
20060124,0.44
20060125,-0.22
20060126,0.79
20060127,0.67
20060130,0.1
20060131,-0.21
20060201,0.14
20060202,-0.88
20060203,-0.51
20060206,0.1
20060207,-0.92
20060208,0.77
20060209,-0.19
20060210,0.15
20060213,-0.47
20060214,1.01
20060215,0.41
20060216,0.75
20060217,-0.16
20060221,-0.38
20060222,0.73
20060223,-0.29
20060224,0.19
20060227,0.4
20060228,-1.1
20060301,0.9
20060302,-0.16
20060303,-0.15
20060306,-0.75
20060307,-0.4
20060308,0.14
20060309,-0.51
20060310,0.69
20060313,0.24
20060314,1
20060315,0.48
20060316,0.11
20060317,0.18
20060320,-0.07
20060321,-0.69
20060322,0.62
20060323,-0.18
20060324,0.22
20060327,-0.07
20060328,-0.61
20060329,0.87
20060330,-0.16
20060331,-0.23
20060403,0.07
20060404,0.54
20060405,0.42
20060406,-0.15
20060407,-1.02
20060410,-0.02
20060411,-0.83
20060412,0.19
20060413,0.12
20060417,-0.28
20060418,1.71
20060419,0.33
20060420,0.01
20060421,-0.1
20060424,-0.3
20060425,-0.44
20060426,0.2
20060427,0.24
20060428,0.05
20060501,-0.41
20060502,0.54
20060503,-0.31
20060504,0.37
20060505,1.04
20060508,-0.05
20060509,-0.01
20060510,-0.2
20060511,-1.35
20060512,-1.26
20060515,0.04
20060516,-0.12
20060517,-1.66
20060518,-0.69
20060519,0.38
20060522,-0.55
20060523,-0.44
20060524,0.03
20060525,1.22
20060526,0.6
20060530,-1.65
20060531,0.94
20060601,1.29
20060602,0.16
20060605,-1.94
20060606,-0.28
20060607,-0.57
20060608,0.01
20060609,-0.44
20060612,-1.48
20060613,-1.15
20060614,0.46
20060615,2.33
20060616,-0.43
20060619,-1.01
20060620,-0.07
20060621,1.11
20060622,-0.52
20060623,0.03
20060626,0.5
20060627,-1
20060628,0.47
20060629,2.29
20060630,-0.02
20060703,0.72
20060705,-0.88
20060706,0.23
20060707,-0.8
20060710,0.04
20060711,0.37
20060712,-1.21
20060713,-1.43
20060714,-0.6
20060717,-0.22
20060718,0.17
20060719,1.98
20060720,-1.11
20060721,-0.89
20060724,1.75
20060725,0.69
20060726,-0.13
20060727,-0.58
20060728,1.31
20060731,-0.09
20060801,-0.6
20060802,0.64
20060803,0.27
20060804,-0.13
20060807,-0.35
20060808,-0.42
20060809,-0.52
20060810,0.49
20060811,-0.49
20060814,0.12
20060815,1.46
20060816,0.9
20060817,0.18
20060818,0.3
20060821,-0.48
20060822,0.07
20060823,-0.55
20060824,0.16
20060825,-0.07
20060828,0.58
20060829,0.33
20060830,0.13
20060831,0.03
20060901,0.49
20060905,0.21
20060906,-1.13
20060907,-0.5
20060908,0.32
20060911,-0.03
20060912,1.18
20060913,0.45
20060914,-0.16
20060915,0.21
20060918,0.04
20060919,-0.29
20060920,0.6
20060921,-0.59
20060922,-0.41
20060925,0.86
20060926,0.71
20060927,0.08
20060928,0.15
20060929,-0.33
20061002,-0.43
20061003,0.13
20061004,1.28
20061005,0.43
20061006,-0.31
20061009,0.2
20061010,0.21
20061011,-0.3
20061012,1.07
20061013,0.22
20061016,0.34
20061017,-0.44
20061018,0.08
20061019,0.1
20061020,-0.02
20061023,0.56
20061024,0.01
20061025,0.32
20061026,0.63
20061027,-0.88
20061030,0.07
20061031,-0.07
20061101,-0.87
20061102,-0.05
20061103,-0.12
20061106,1.16
20061107,0.23
20061108,0.29
20061109,-0.58
20061110,0.26
20061113,0.27
20061114,0.71
20061115,0.35
20061116,0.16
20061117,0.03
20061120,-0.06
20061121,0.14
20061122,0.28
20061124,-0.32
20061127,-1.53
20061128,0.3
20061129,0.95
20061130,0.11
20061201,-0.3
20061204,0.99
20061205,0.41
20061206,-0.1
20061207,-0.41
20061208,0.14
20061211,0.18
20061212,-0.2
20061213,0.09
20061214,0.8
20061215,0.07
20061218,-0.46
20061219,0.16
20061220,-0.12
20061221,-0.38
20061222,-0.48
20061226,0.44
20061227,0.74
20061228,-0.18
20061229,-0.51
20070103,-0.04
20070104,0.16
20070105,-0.73
20070108,0.24
20070109,0
20070110,0.23
20070111,0.74
20070112,0.5
20070116,0
20070117,-0.14
20070118,-0.48
20070119,0.33
20070122,-0.55
20070123,0.37
20070124,0.84
20070125,-1.15
20070126,-0.06
20070129,0.02
20070130,0.52
20070131,0.64
20070201,0.59
20070202,0.15
20070205,-0.12
20070206,0.1
20070207,0.21
20070208,-0.1
20070209,-0.76
20070212,-0.35
20070213,0.72
20070214,0.73
20070215,0.11
20070216,0
20070220,0.42
20070221,-0.09
20070222,-0.06
20070223,-0.31
20070226,-0.19
20070227,-3.43
20070228,0.47
20070301,-0.25
20070302,-1.24
20070305,-1.11
20070306,1.58
20070307,-0.21
20070308,0.68
20070309,0.09
20070312,0.28
20070313,-2.03
20070314,0.57
20070315,0.44
20070316,-0.42
20070319,1.08
20070320,0.67
20070321,1.64
20070322,-0.02
20070323,0.08
20070326,0.06
20070327,-0.61
20070328,-0.74
20070329,0.29
20070330,-0.07
20070402,0.22
20070403,0.93
20070404,0.09
20070405,0.31
20070409,0.05
20070410,0.22
20070411,-0.64
20070412,0.61
20070413,0.34
20070416,1.06
20070417,0.09
20070418,0
20070419,-0.23
20070420,0.89
20070423,-0.24
20070424,-0.1
20070425,0.91
20070426,-0.02
20070427,-0.13
20070430,-0.93
20070501,0.22
20070502,0.79
20070503,0.37
20070504,0.25
20070507,0.18
20070508,-0.13
20070509,0.35
20070510,-1.42
20070511,0.95
20070514,-0.28
20070515,-0.27
20070516,0.82
20070517,-0.1
20070518,0.66
20070521,0.31
20070522,0.08
20070523,-0.18
20070524,-1.07
20070525,0.55
20070529,0.24
20070530,0.77
20070531,0.13
20070601,0.44
20070604,0.18
20070605,-0.55
20070606,-0.92
20070607,-1.75
20070608,1.07
20070611,0.08
20070612,-1.06
20070613,1.37
20070614,0.5
20070615,0.69
20070618,-0.13
20070619,0.14
20070620,-1.29
20070621,0.56
20070622,-1.25
20070625,-0.39
20070626,-0.35
20070627,0.92
20070628,0.03
20070629,-0.19
20070702,1.06
20070703,0.36
20070705,0.07
20070706,0.4
20070709,0.1
20070710,-1.43
20070711,0.55
20070712,1.78
20070713,0.28
20070716,-0.31
20070717,0.02
20070718,-0.25
20070719,0.44
20070720,-1.25
20070723,0.36
20070724,-2.04
20070725,0.3
20070726,-2.36
20070727,-1.51
20070730,0.93
20070731,-1.19
20070801,0.51
20070802,0.55
20070803,-2.66
20070806,2.07
20070807,0.65
20070808,1.47
20070809,-2.74
20070810,0.03
20070813,-0.06
20070814,-1.83
20070815,-1.46
20070816,0.31
20070817,2.36
20070820,0
20070821,0.15
20070822,1.2
20070823,-0.23
20070824,1.21
20070827,-0.85
20070828,-2.33
20070829,2.13
20070830,-0.43
20070831,1.12
20070904,1.03
20070905,-1.05
20070906,0.42
20070907,-1.7
20070910,-0.27
20070911,1.35
20070912,-0.03
20070913,0.69
20070914,0.1
20070917,-0.6
20070918,2.88
20070919,0.59
20070920,-0.65
20070921,0.43
20070924,-0.56
20070925,-0.03
20070926,0.6
20070927,0.43
20070928,-0.37
20071001,1.37
20071002,0.11
20071003,-0.48
20071004,0.18
20071005,1.1
20071008,-0.27
20071009,0.78
20071010,-0.13
20071011,-0.58
20071012,0.51
20071015,-0.89
20071016,-0.67
20071017,0.22
20071018,-0.1
20071019,-2.45
20071022,0.47
20071023,0.85
20071024,-0.33
20071025,-0.19
20071026,1.38
20071029,0.4
20071030,-0.64
20071031,1.23
20071101,-2.66
20071102,0.08
20071105,-0.59
20071106,1.19
20071107,-2.77
20071108,-0.05
20071109,-1.46
20071112,-1.08
20071113,2.81
20071114,-0.63
20071115,-1.25
20071116,0.41
20071119,-1.81
20071120,0.31
20071121,-1.54
20071123,1.59
20071126,-2.09
20071127,1.31
20071128,2.9
20071129,0.01
20071130,0.7
20071203,-0.6
20071204,-0.61
20071205,1.47
20071206,1.55
20071207,-0.07
20071210,0.71
20071211,-2.5
20071212,0.48
20071213,0.06
20071214,-1.36
20071217,-1.59
20071218,0.65
20071219,-0.1
20071220,0.64
20071221,1.64
20071224,0.8
20071226,0.1
20071227,-1.49
20071228,0.12
20071231,-0.65
20080102,-1.46
20080103,-0.14
20080104,-2.56
20080107,0.16
20080108,-1.81
20080109,1.1
20080110,0.89
20080111,-1.42
20080114,1.02
20080115,-2.39
20080116,-0.51
20080117,-2.8
20080118,-0.56
20080122,-0.98
20080123,2.04
20080124,1.02
20080125,-1.39
20080128,1.71
20080129,0.69
20080130,-0.59
20080131,1.66
20080201,1.48
20080204,-0.99
20080205,-3.01
20080206,-0.85
20080207,0.82
20080208,-0.3
20080211,0.58
20080212,0.61
20080213,1.46
20080214,-1.35
20080215,-0.02
20080219,-0.06
20080220,0.83
20080221,-1.28
20080222,0.61
20080225,1.46
20080226,0.72
20080227,-0.11
20080228,-0.93
20080229,-2.64
20080303,-0.04
20080304,-0.36
20080305,0.56
20080306,-2.26
20080307,-0.88
20080310,-1.72
20080311,3.57
20080312,-0.77
20080313,0.65
20080314,-2.07
20080317,-1.21
20080318,4.09
20080319,-2.37
20080320,2.3
20080324,1.71
20080325,0.38
20080326,-0.82
20080327,-1.13
20080328,-0.82
20080331,0.57
20080401,3.37
20080402,-0.09
20080403,0.14
20080404,0.16
20080407,0.14
20080408,-0.34
20080409,-0.96
20080410,0.53
20080411,-2.02
20080414,-0.38
20080415,0.46
20080416,2.27
20080417,-0.1
20080418,1.67
20080421,-0.17
20080422,-0.97
20080423,0.26
20080424,0.66
20080425,0.68
20080428,-0.03
20080429,-0.36
20080430,-0.3
20080501,1.66
20080502,0.2
20080505,-0.41
20080506,0.75
20080507,-1.66
20080508,0.37
20080509,-0.54
20080512,1.1
20080513,0.09
20080514,0.38
20080515,1.02
20080516,0.1
20080519,-0.02
20080520,-0.8
20080521,-1.56
20080522,0.38
20080523,-1.24
20080527,0.72
20080528,0.49
20080529,0.61
20080530,0.29
20080602,-0.98
20080603,-0.46
20080604,0.02
20080605,1.95
20080606,-2.9
20080609,-0.03
20080610,-0.31
20080611,-1.66
20080612,0.31
20080613,1.55
20080616,0.15
20080617,-0.55
20080618,-0.96
20080619,0.34
20080620,-1.79
20080623,-0.16
20080624,-0.54
20080625,0.64
20080626,-2.83
20080627,-0.37
20080630,-0.07
20080701,0.29
20080702,-2
20080703,-0.15
20080707,-0.81
20080708,1.84
20080709,-2.06
20080710,0.65
20080711,-0.88
20080714,-0.93
20080715,-0.96
20080716,2.52
20080717,1.13
20080718,-0.08
20080721,0.16
20080722,1.37
20080723,0.32
20080724,-2.31
20080725,0.47
20080728,-1.76
20080729,2.27
20080730,1.58
20080731,-1.16
20080801,-0.47
20080804,-1.09
20080805,2.65
20080806,0.5
20080807,-1.73
20080808,2.28
20080811,0.83
20080812,-1.05
20080813,-0.15
20080814,0.63
20080815,0.38
20080818,-1.45
20080819,-1
20080820,0.54
20080821,0.12
20080822,1.14
20080825,-1.92
20080826,0.33
20080827,0.88
20080828,1.51
20080829,-1.25
20080902,-0.44
20080903,-0.23
20080904,-2.9
20080905,0.42
20080908,1.76
20080909,-3.41
20080910,0.7
20080911,1.22
20080912,0.29
20080915,-4.45
20080916,1.65
20080917,-4.6
20080918,4.41
20080919,4.27
20080922,-3.94
20080923,-1.55
20080924,-0.32
20080925,1.7
20080926,0.11
20080929,-8.26
20080930,4.88
20081001,-0.47
20081002,-4.2
20081003,-1.47
20081006,-3.95
20081007,-5.76
20081008,-1.27
20081009,-7.36
20081010,-0.95
20081013,11.35
20081014,-0.86
20081015,-8.78
20081016,4.32
20081017,-0.41
20081020,4.55
20081021,-2.95
20081022,-5.76
20081023,0.29
20081024,-3.28
20081027,-3.36
20081028,9.77
20081029,-0.47
20081030,2.99
20081031,1.88
20081103,-0.05
20081104,3.57
20081105,-5.05
20081106,-4.83
20081107,2.62
20081110,-1.32
20081111,-2.25
20081112,-5.14
20081113,6.79
20081114,-4.27
20081117,-2.43
20081118,0.7
20081119,-6.29
20081120,-6.6
20081121,6.11
20081124,6.27
20081125,0.94
20081126,3.88
20081128,1.06
20081201,-8.95
20081202,3.97
20081203,2.63
20081204,-2.9
20081205,3.75
20081208,3.8
20081209,-2.23
20081210,1.2
20081211,-2.93
20081212,0.96
20081215,-1.54
20081216,5.15
20081217,-0.62
20081218,-1.83
20081219,0.35
20081222,-1.87
20081223,-0.89
20081224,0.51
20081226,0.63
20081229,-0.56
20081230,2.47
20081231,1.7
20090102,3.11
20090105,-0.28
20090106,0.87
20090107,-2.96
20090108,0.47
20090109,-2.21
20090112,-2.28
20090113,0.28
20090114,-3.38
20090115,0.39
20090116,0.74
20090120,-5.34
20090121,4.21
20090122,-1.62
20090123,0.44
20090126,0.54
20090127,1.08
20090128,3.32
20090129,-3.23
20090130,-2.16
20090202,0.06
20090203,1.46
20090204,-0.6
20090205,1.61
20090206,2.79
20090209,0.03
20090210,-4.62
20090211,0.75
20090212,0.3
20090213,-0.85
20090217,-4.36
20090218,-0.33
20090219,-1.15
20090220,-1.16
20090223,-3.43
20090224,4
20090225,-1.15
20090226,-1.53
20090227,-2.01
20090302,-4.75
20090303,-0.71
20090304,2.42
20090305,-4.21
20090306,0.2
20090309,-1.09
20090310,6.35
20090311,0.3
20090312,4.16
20090313,0.73
20090316,-0.55
20090317,3.2
20090318,2.18
20090319,-1.03
20090320,-1.95
20090323,6.89
20090324,-1.93
20090325,0.94
20090326,2.68
20090327,-2.06
20090330,-3.47
20090331,1.29
20090401,1.65
20090402,3.07
20090403,1.02
20090406,-0.92
20090407,-2.42
20090408,1.28
20090409,3.91
20090413,0.26
20090414,-2.02
20090415,1.12
20090416,1.69
20090417,0.55
20090420,-4.32
20090421,2.19
20090422,-0.61
20090423,0.66
20090424,1.77
20090427,-0.95
20090428,-0.2
20090429,2.41
20090430,-0.04
20090501,0.45
20090504,3.36
20090505,-0.27
20090506,1.45
20090507,-1.42
20090508,2.48
20090511,-2.01
20090512,-0.31
20090513,-2.91
20090514,1.11
20090515,-1.02
20090518,3.13
20090519,-0.04
20090520,-0.48
20090521,-1.68
20090522,-0.15
20090526,2.78
20090527,-1.8
20090528,1.35
20090529,1.38
20090601,2.72
20090602,0.29
20090603,-1.39
20090604,1.18
20090605,-0.19
20090608,-0.2
20090609,0.49
20090610,-0.35
20090611,0.63
20090612,0.03
20090615,-2.38
20090616,-1.33
20090617,-0.08
20090618,0.74
20090619,0.35
20090622,-3.08
20090623,0.08
20090624,0.78
20090625,2.19
20090626,0.04
20090629,0.82
20090630,-0.74
20090701,0.54
20090702,-2.89
20090706,-0.03
20090707,-1.93
20090708,-0.2
20090709,0.35
20090710,-0.35
20090713,2.43
20090714,0.59
20090715,2.98
20090716,0.94
20090717,-0.05
20090720,1.19
20090721,0.31
20090722,0.08
20090723,2.37
20090724,0.38
20090727,0.3
20090728,-0.2
20090729,-0.46
20090730,1.24
20090731,0.05
20090803,1.63
20090804,0.32
20090805,-0.3
20090806,-0.62
20090807,1.44
20090810,-0.32
20090811,-1.25
20090812,1.21
20090813,0.73
20090814,-0.97
20090817,-2.46
20090818,1.11
20090819,0.72
20090820,1
20090821,1.83
20090824,-0.09
20090825,0.27
20090826,-0.01
20090827,0.21
20090828,-0.19
20090831,-0.86
20090901,-2.15
20090902,-0.28
20090903,0.93
20090904,1.31
20090908,0.88
20090909,0.9
20090910,1.08
20090911,-0.1
20090914,0.65
20090915,0.44
20090916,1.55
20090917,-0.3
20090918,0.23
20090921,-0.27
20090922,0.66
20090923,-1
20090924,-1.07
20090925,-0.64
20090928,1.79
20090929,-0.12
20090930,-0.4
20091001,-2.63
20091002,-0.49
20091005,1.54
20091006,1.42
20091007,0.28
20091008,0.82
20091009,0.59
20091012,0.36
20091013,-0.22
20091014,1.73
20091015,0.35
20091016,-0.82
20091019,0.92
20091020,-0.69
20091021,-0.9
20091022,1.05
20091023,-1.23
20091026,-1.2
20091027,-0.51
20091028,-2.16
20091029,2.2
20091030,-2.8
20091102,0.54
20091103,0.45
20091104,0.03
20091105,2.07
20091106,0.24
20091109,2.17
20091110,-0.05
20091111,0.52
20091112,-1.12
20091113,0.61
20091116,1.54
20091117,0.14
20091118,-0.13
20091119,-1.39
20091120,-0.33
20091123,1.3
20091124,-0.09
20091125,0.47
20091127,-1.74
20091130,0.28
20091201,1.28
20091202,0.18
20091203,-0.86
20091204,0.7
20091207,-0.15
20091208,-0.97
20091209,0.32
20091210,0.5
20091211,0.43
20091214,0.8
20091215,-0.48
20091216,0.19
20091217,-1.18
20091218,0.68
20091221,1.03
20091222,0.43
20091223,0.36
20091224,0.51
20091228,0.08
20091229,-0.09
20091230,0
20091231,-0.99
20100104,1.69
20100105,0.31
20100106,0.13
20100107,0.4
20100108,0.33
20100111,0.13
20100112,-1
20100113,0.85
20100114,0.24
20100115,-1.12
20100119,1.26
20100120,-0.98
20100121,-1.74
20100122,-2.14
20100125,0.37
20100126,-0.45
20100127,0.53
20100128,-1.18
20100129,-0.97
20100201,1.39
20100202,1.21
20100203,-0.49
20100204,-3.14
20100205,0.29
20100208,-0.79
20100209,1.33
20100210,-0.17
20100211,1.13
20100212,-0.07
20100216,1.75
20100217,0.49
20100218,0.62
20100219,0.28
20100222,-0.05
20100223,-1.24
20100224,0.94
20100225,-0.13
20100226,0.13
20100301,1.2
20100302,0.32
20100303,0.09
20100304,0.37
20100305,1.43
20100308,0.02
20100309,0.21
20100310,0.53
20100311,0.43
20100312,-0.02
20100315,-0.02
20100316,0.78
20100317,0.57
20100318,-0.1
20100319,-0.62
20100322,0.67
20100323,0.8
20100324,-0.6
20100325,-0.26
20100326,0.06
20100329,0.59
20100330,0.04
20100331,-0.36
20100401,0.75
20100405,0.95
20100406,0.19
20100407,-0.48
20100408,0.31
20100409,0.66
20100412,0.23
20100413,0.07
20100414,1.24
20100415,0.11
20100416,-1.53
20100419,0.28
20100420,0.88
20100421,-0.06
20100422,0.37
20100423,0.7
20100426,-0.43
20100427,-2.34
20100428,0.56
20100429,1.34
20100430,-1.72
20100503,1.36
20100504,-2.5
20100505,-0.75
20100506,-3.27
20100507,-1.75
20100510,4.47
20100511,-0.17
20100512,1.63
20100513,-1.12
20100514,-1.92
20100517,0.11
20100518,-1.41
20100519,-0.63
20100520,-3.99
20100521,1.44
20100524,-1.19
20100525,-0.03
20100526,-0.35
20100527,3.45
20100528,-1.18
20100601,-1.89
20100602,2.63
20100603,0.54
20100604,-3.62
20100607,-1.52
20100608,0.9
20100609,-0.46
20100610,2.95
20100611,0.62
20100614,-0.06
20100615,2.36
20100616,-0.11
20100617,0.08
20100618,0.13
20100621,-0.47
20100622,-1.63
20100623,-0.29
20100624,-1.65
20100625,0.48
20100628,-0.23
20100629,-3.23
20100630,-0.98
20100701,-0.4
20100702,-0.5
20100706,0.33
20100707,3.17
20100708,1
20100709,0.81
20100712,-0.11
20100713,1.76
20100714,-0.04
20100715,0.02
20100716,-2.94
20100719,0.54
20100720,1.23
20100721,-1.3
20100722,2.37
20100723,1.05
20100726,1.23
20100727,-0.23
20100728,-0.82
20100729,-0.36
20100730,0.06
20100802,2.08
20100803,-0.55
20100804,0.74
20100805,-0.22
20100806,-0.36
20100809,0.62
20100810,-0.79
20100811,-2.91
20100812,-0.5
20100813,-0.47
20100816,0.1
20100817,1.31
20100818,0.21
20100819,-1.74
20100820,-0.28
20100823,-0.5
20100824,-1.48
20100825,0.45
20100826,-0.76
20100827,1.82
20100830,-1.54
20100831,0.01
20100901,3.05
20100902,0.97
20100903,1.35
20100907,-1.23
20100908,0.65
20100909,0.44
20100910,0.45
20100913,1.3
20100914,-0.06
20100915,0.36
20100916,-0.07
20100917,0.15
20100920,1.6
20100921,-0.31
20100922,-0.52
20100923,-0.78
20100924,2.19
20100927,-0.46
20100928,0.58
20100929,-0.17
20100930,-0.26
20101001,0.43
20101004,-0.88
20101005,2.11
20101006,-0.1
20101007,-0.16
20101008,0.74
20101011,0.04
20101012,0.39
20101013,0.78
20101014,-0.38
20101015,0.18
20101018,0.69
20101019,-1.67
20101020,1.06
20101021,0.11
20101022,0.29
20101025,0.31
20101026,0.02
20101027,-0.24
20101028,0.08
20101029,0.07
20101101,-0.01
20101102,0.9
20101103,0.38
20101104,1.94
20101105,0.41
20101108,-0.12
20101109,-0.78
20101110,0.53
20101111,-0.35
20101112,-1.29
20101115,-0.09
20101116,-1.58
20101117,0.07
20101118,1.57
20101119,0.31
20101122,-0.02
20101123,-1.38
20101124,1.59
20101126,-0.67
20101129,-0.13
20101130,-0.59
20101201,2.12
20101202,1.23
20101203,0.35
20101206,-0.03
20101207,0.1
20101208,0.32
20101209,0.42
20101210,0.67
20101213,-0.08
20101214,0.09
20101215,-0.49
20101216,0.7
20101217,0.15
20101220,0.23
20101221,0.68
20101222,0.29
20101223,-0.16
20101227,0.08
20101228,0
20101229,0.17
20101230,-0.11
20101231,-0.1
20110103,1.18
20110104,-0.26
20110105,0.59
20110106,-0.15
20110107,-0.21
20110110,-0.02
20110111,0.39
20110112,0.87
20110113,-0.17
20110114,0.69
20110118,0.18
20110119,-1.24
20110120,-0.3
20110121,0.11
20110124,0.65
20110125,0.02
20110126,0.6
20110127,0.26
20110128,-1.88
20110131,0.71
20110201,1.75
20110202,-0.26
20110203,0.26
20110204,0.29
20110207,0.7
20110208,0.48
20110209,-0.31
20110210,0.12
20110211,0.67
20110214,0.3
20110215,-0.38
20110216,0.68
20110217,0.37
20110218,0.12
20110222,-2.19
20110223,-0.78
20110224,0.04
20110225,1.22
20110228,0.42
20110301,-1.58
20110302,0.28
20110303,1.76
20110304,-0.67
20110307,-0.96
20110308,0.97
20110309,-0.17
20110310,-1.93
20110311,0.69
20110314,-0.59
20110315,-1.05
20110316,-1.77
20110317,1.12
20110318,0.49
20110321,1.58
20110322,-0.34
20110323,0.31
20110324,0.96
20110325,0.41
20110328,-0.35
20110329,0.74
20110330,0.79
20110331,-0.11
20110401,0.52
20110404,0.09
20110405,0.08
20110406,0.21
20110407,-0.2
20110408,-0.47
20110411,-0.39
20110412,-0.84
20110413,0.11
20110414,0
20110415,0.44
20110418,-1.15
20110419,0.5
20110420,1.45
20110421,0.56
20110425,-0.16
20110426,0.89
20110427,0.66
20110428,0.32
20110429,0.29
20110502,-0.28
20110503,-0.5
20110504,-0.74
20110505,-0.82
20110506,0.46
20110509,0.55
20110510,0.86
20110511,-1.09
20110512,0.52
20110513,-0.88
20110516,-0.76
20110517,-0.11
20110518,1.02
20110519,0.22
20110520,-0.73
20110523,-1.29
20110524,-0.14
20110525,0.45
20110526,0.52
20110527,0.49
20110531,1.04
20110601,-2.33
20110602,-0.1
20110603,-1.1
20110606,-1.18
20110607,-0.04
20110608,-0.54
20110609,0.75
20110610,-1.37
20110613,0.01
20110614,1.36
20110615,-1.72
20110616,0.12
20110617,0.25
20110620,0.58
20110621,1.52
20110622,-0.62
20110623,-0.14
20110624,-1.1
20110627,0.89
20110628,1.36
20110629,0.77
20110630,0.99
20110701,1.45
20110705,-0.08
20110706,0.18
20110707,1.1
20110708,-0.67
20110711,-1.91
20110712,-0.45
20110713,0.45
20110714,-0.82
20110715,0.58
20110718,-0.94
20110719,1.72
20110720,-0.1
20110721,1.29
20110722,0.1
20110725,-0.68
20110726,-0.47
20110727,-2.16
20110728,-0.31
20110729,-0.56
20110801,-0.4
20110802,-2.68
20110803,0.58
20110804,-5.04
20110805,-0.36
20110808,-6.97
20110809,4.97
20110810,-4.3
20110811,4.72
20110812,0.54
20110815,2.25
20110816,-1.07
20110817,-0.01
20110818,-4.65
20110819,-1.55
20110822,-0.03
20110823,3.6
20110824,1.35
20110825,-1.67
20110826,1.74
20110829,3.11
20110830,0.32
20110831,0.42
20110901,-1.33
20110902,-2.64
20110906,-0.71
20110907,3.06
20110908,-1.18
20110909,-2.65
20110912,0.68
20110913,1.12
20110914,1.45
20110915,1.64
20110916,0.47
20110919,-0.99
20110920,-0.45
20110921,-2.92
20110922,-3.29
20110923,0.74
20110926,2.28
20110927,1.22
20110928,-2.29
20110929,0.77
20110930,-2.5
20111003,-3.18
20111004,2.68
20111005,1.92
20111006,1.94
20111007,-0.98
20111010,3.44
20111011,0.15
20111012,1.07
20111013,-0.21
20111014,1.72
20111017,-2.06
20111018,2.11
20111019,-1.38
20111020,0.43
20111021,1.92
20111024,1.59
20111025,-2.13
20111026,1.12
20111027,3.54
20111028,-0.01
20111031,-2.5
20111101,-2.86
20111102,1.72
20111103,1.97
20111104,-0.53
20111107,0.48
20111108,1.21
20111109,-3.78
20111110,0.83
20111111,1.98
20111114,-0.92
20111115,0.56
20111116,-1.64
20111117,-1.65
20111118,-0.07
20111121,-1.87
20111122,-0.44
20111123,-2.29
20111125,-0.34
20111128,3.1
20111129,0.18
20111130,4.44
20111201,-0.22
20111202,0.05
20111205,1.09
20111206,0.04
20111207,0.16
20111208,-2.23
20111209,1.83
20111212,-1.48
20111213,-1.05
20111214,-1.21
20111215,0.4
20111216,0.45
20111219,-1.31
20111220,3.1
20111221,0.2
20111222,0.83
20111223,0.84
20111227,0.04
20111228,-1.34
20111229,1.1
20111230,-0.4
20120103,1.5
20120104,0
20120105,0.39
20120106,-0.19
20120109,0.28
20120110,0.97
20120111,0.13
20120112,0.31
20120113,-0.52
20120117,0.36
20120118,1.22
20120119,0.51
20120120,0.03
20120123,0.02
20120124,0
20120125,0.91
20120126,-0.59
20120127,0.01
20120130,-0.31
20120131,-0.05
20120201,1.1
20120202,0.17
20120203,1.58
20120206,-0.05
20120207,0.16
20120208,0.25
20120209,0.15
20120210,-0.75
20120213,0.75
20120214,-0.09
