Date,XLB,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLY,SPY
12/22/98,12.881685,14.553748,9.563667,15.818636,25.008554,16.396906,14.02899,18.487051,19.692347,81.601967
12/23/98,13.016976,14.856742,9.704691,16.094658,25.60602,16.793295,13.970206,18.902487,19.776922,83.313499
12/24/98,13.316548,14.778561,9.768794,16.306993,25.508471,16.764292,14.22741,19.017885,20.139355,82.954323
12/28/98,13.200579,14.700367,9.640586,16.391918,25.581635,16.667618,14.153929,18.740925,19.958132,82.742989
12/29/98,13.442181,14.846981,9.74315,16.625483,25.6548,17.034994,14.389091,19.156361,20.393049,84.053032
12/30/98,13.403522,14.622177,9.704691,16.551174,25.557247,16.928652,14.271503,18.994801,20.223921,83.3769
12/31/98,13.558142,14.60263,9.614954,16.689182,25.459702,16.802961,14.220064,19.202518,20.199757,83.3769
1/4/99,13.393861,14.592853,9.614954,16.455622,25.75235,16.667618,13.992253,19.156361,20.078945,83.186729
1/5/99,13.722424,14.514661,9.704691,16.795353,26.410776,16.793295,14.161272,19.456408,20.417206,84.137527
1/6/99,13.964015,14.993591,10.012368,17.156311,27.191162,16.996321,14.308251,19.779524,20.997114,86.165947
1/7/99,13.857714,14.925177,10.166208,17.007675,27.105806,16.802961,14.256801,19.687202,20.972952,85.743378
1/8/99,14.331239,14.993591,10.230307,17.135077,27.215549,16.735292,14.337647,19.929537,20.997114,86.377289
1/11/99,14.36023,14.710141,10.076471,16.975836,27.483791,16.396906,13.955511,19.975706,20.888386,85.553253
1/12/99,13.993008,14.485339,9.794433,16.77412,26.740005,16.271223,13.962854,19.894917,20.344727,84.010773
1/13/99,13.683774,14.270303,9.666235,16.349461,26.727808,16.30023,14.058389,19.710274,20.441372,83.419151
1/14/99,13.45184,13.996623,9.422651,16.275141,26.362013,15.990859,13.823226,19.548729,19.982296,81.961227
1/15/99,13.654779,14.211658,9.69187,16.551174,27.142385,16.164883,13.88937,19.814146,20.236,84.095291
1/19/99,13.403522,14.211658,9.640586,16.519316,28.081268,15.981181,14.35969,20.379604,20.223921,84.644653
1/20/99,13.355201,14.09436,9.711102,16.445002,28.337334,16.029522,14.3009,20.494993,20.562199,85.320786
1/21/99,13.297228,14.211658,9.538032,16.306993,27.60573,15.787828,14.249457,19.779524,20.368887,83.059952
1/22/99,13.036302,14.133462,9.473932,15.988495,27.118,15.710478,14.344996,19.698742,20.465546,82.869736
1/25/99,13.297228,14.113914,9.550846,16.253906,27.593529,15.671809,13.808531,19.860304,20.417206,83.714973
1/26/99,13.258571,13.977073,9.557259,16.253906,28.703136,16.039192,14.080437,19.952625,20.900459,85.236305
1/27/99,13.152263,13.722948,9.435472,16.381306,28.093473,16.251883,13.867315,19.756447,20.876305,84.24321
1/28/99,12.987985,13.644759,9.576491,16.402542,29.081137,16.541924,13.88937,20.125723,21.093769,85.658882
1/29/99,13.055633,13.644759,9.781607,16.508707,29.507883,16.580597,13.867315,20.125723,21.238731,86.313889
2/1/99,13.161928,13.507915,9.614954,16.529945,29.53229,16.512917,13.83792,20.241121,21.287069,85.806747
2/2/99,13.171592,13.52746,9.512393,16.402542,29.032349,16.648272,13.654202,19.94108,21.021278,85.278534
2/3/99,13.181258,13.840237,9.582899,16.561792,29.239647,16.590265,13.727689,20.321907,21.359549,86.144844
2/4/99,13.567802,13.918429,9.358552,16.583019,28.239786,16.512917,13.521922,20.171883,21.238731,84.855942
2/5/99,13.751417,14.309394,9.281631,16.529945,27.556959,16.261557,13.529265,19.94108,20.707161,83.883972
2/8/99,13.683774,14.50488,9.255991,16.583019,28.020311,16.232553,13.529265,19.929537,21.045431,84.053032
2/9/99,13.422856,14.231208,9.127792,16.360075,26.922899,15.942512,13.588058,19.571802,20.393049,82.172508
2/10/99,13.45184,14.270303,9.204713,16.423779,27.118,16.058531,13.492525,19.617964,20.393049,82.700745
2/11/99,13.316548,14.153015,9.576491,16.646729,28.264172,16.329231,13.551316,20.148804,21.057528,84.602402
2/12/99,13.248899,13.859785,9.435472,16.551174,27.142385,16.193876,13.330855,19.84877,20.682997,83.588165
2/16/99,13.123275,13.762037,9.576491,16.636106,27.020443,16.387241,13.573366,20.033405,20.948786,83.081078
2/17/99,12.987985,13.625203,9.614954,16.636106,26.410776,16.222881,13.477832,19.82568,20.876305,82.996574
2/18/99,13.084624,13.664299,9.711102,16.636106,26.557104,16.396906,13.720341,20.079567,20.900459,83.65155
2/19/99,13.19092,13.586113,9.74315,16.742271,26.800964,16.329231,13.573366,20.137259,21.009192,84.010773
2/22/99,13.413183,13.722948,10.025186,16.997063,27.75205,16.677277,14.014297,20.564241,21.54077,86.250481
2/23/99,13.297228,13.605657,10.153387,16.986448,28.117838,16.648272,13.573366,20.529613,21.432037,86.208244
2/24/99,13.258571,13.547009,9.820071,16.943981,27.337475,16.551598,13.698291,20.287285,21.166254,84.686928
2/25/99,13.258571,13.615429,9.755972,16.604256,27.410641,16.358229,13.404342,20.091106,20.924627,83.883972
2/26/99,13.258571,13.52746,9.935444,16.657339,26.581499,16.406584,13.485176,20.148804,21.105846,83.545898
3/1/99,13.103948,13.39062,9.973907,16.646729,26.459557,16.329231,13.286758,20.114183,21.117929,83.778351
3/2/99,12.987985,13.253783,9.99955,16.508707,25.75235,16.280888,13.088339,20.102644,21.166254,83.038803
3/3/99,12.901011,13.547009,9.9034,16.413157,26.191301,16.280888,13.095691,19.975706,21.057528,83.482529
3/4/99,12.939663,14.035722,10.127748,16.731655,26.459557,16.503254,13.301452,20.333445,21.504526,84.538979
3/5/99,13.374527,14.299617,10.384146,17.103226,27.069225,16.754623,13.529265,20.795038,22.156904,86.239914
3/8/99,13.461503,14.50488,10.313634,17.198782,27.849602,16.831961,13.374945,20.818129,22.253557,86.799858
3/9/99,13.345533,14.348496,10.396967,17.283718,27.556959,16.851299,13.338197,20.656565,22.313961,86.588554
3/10/99,13.529149,15.169528,10.589271,17.251852,27.556959,16.667618,13.294108,20.841204,22.253557,87.349258
3/11/99,13.674103,15.384561,10.64055,17.273087,27.508181,16.831961,13.39699,20.979673,22.49518,88.321182
3/12/99,13.616122,15.325915,10.659774,17.326181,27.264311,16.976988,13.543967,20.864275,22.591833,87.476013
3/15/99,13.645115,15.208623,10.691831,17.283718,27.703274,17.122011,13.580715,20.933517,22.640156,88.722633
3/16/99,13.587133,15.130433,10.537985,17.166933,28.178823,17.19935,13.529265,20.887362,22.519346,88.38456
3/17/99,13.548477,15.521398,10.448248,17.135077,27.99593,16.909311,13.404342,20.771961,22.422691,88.004204
3/18/99,13.838387,15.716882,10.691831,17.177549,28.386101,17.19935,13.60276,21.060465,22.809288,89.419937
3/19/99,13.855843,15.557579,10.488835,17.284279,27.703274,17.123178,13.351963,20.968138,22.495428,87.899994
3/22/99,13.894624,15.655669,10.514546,17.156403,27.703274,17.113506,13.396342,20.910439,22.253529,88.069405
3/23/99,13.545566,15.381002,10.154634,16.751471,26.898521,16.629253,12.974706,20.333445,21.576252,85.527756
3/24/99,13.555255,15.302533,10.128922,16.708853,27.422831,16.619562,13.152242,20.425758,21.406931,86.014893
3/25/99,13.603738,15.341772,10.360301,16.890005,28.069082,16.745466,13.107858,20.771961,22.060022,87.772896
3/26/99,13.497083,15.537955,10.270317,16.932631,27.922758,16.687357,12.937721,20.610395,21.9149,87.137451
3/29/99,13.720089,15.969567,10.50169,17.20969,28.971384,16.900431,12.871143,20.864275,22.447042,88.895493
3/30/99,13.691003,15.675287,10.37958,17.199028,28.922609,16.755159,12.664021,20.795038,22.471226,88.429482
3/31/99,13.497083,15.439871,10.257464,17.007219,28.556807,16.387119,12.634438,20.679642,22.132589,87.010376
4/1/99,13.65222,15.42024,10.283167,17.18837,29.007969,16.41617,12.900736,20.679642,22.108404,87.667007
4/5/99,13.817058,15.792992,10.488835,17.561346,30.007818,16.503347,13.004294,21.141245,22.398661,89.742722
4/6/99,13.574653,15.636045,10.411714,17.465437,30.26388,16.319328,12.937721,21.164318,22.519602,89.530922
4/7/99,13.720089,15.479096,10.694499,17.4974,30.190722,16.299961,13.107858,21.568214,22.713123,90.251053
4/8/99,13.914012,15.636045,10.887304,17.593306,30.48336,16.677683,13.455523,21.787487,23.221075,91.394768
4/9/99,13.846147,15.930337,10.861599,17.603968,30.434591,16.716417,13.359363,21.856716,23.438778,91.415977
4/12/99,14.253385,16.048035,11.054417,18.030203,29.971243,16.997284,13.551688,22.410641,23.63229,92.390289
4/13/99,14.427907,16.028421,11.041554,18.168743,29.507883,17.055386,13.329784,22.179838,23.511343,91.797226
4/14/99,15.12604,15.832231,10.900161,18.563013,28.776297,16.542084,13.137442,21.972124,22.979197,90.251053
4/15/99,15.707811,16.518896,10.797325,19.042542,29.020153,16.135311,13.270604,21.418201,22.930819,89.912148
4/16/99,15.882336,17.038778,10.745911,19.149109,28.239786,16.2031,13.418545,21.210472,23.003382,89.149635
4/19/99,16.047174,17.24478,10.745911,19.308945,26.874123,15.525149,13.551688,20.633474,22.495428,87.772896
4/20/99,15.853251,16.970114,10.887304,19.181072,27.556959,15.815703,13.699626,21.025839,22.785685,88.874283
4/21/99,15.92113,16.715073,11.054417,19.245007,28.288565,16.319328,13.943735,21.510521,23.172705,91.415977
4/22/99,15.669029,17.009354,11.170096,19.255672,29.593246,16.522705,13.899361,21.949039,23.233175,92.284393
4/23/99,15.901734,16.793549,11.131533,19.404856,29.654217,16.493656,13.891966,22.445253,23.487154,92.051384
4/26/99,15.746593,16.420794,10.964431,19.383541,30.410202,16.377436,13.817987,22.410641,23.34202,92.58091
4/27/99,16.05687,16.940689,11.157241,19.479446,29.654217,16.396811,13.899361,22.43371,23.402496,93.025711
4/28/99,16.910137,17.499821,11.09297,19.724537,29.26403,16.15469,13.840178,21.833637,23.317841,91.754883
4/29/99,17.036182,18.029524,11.131533,19.799129,28.9592,16.028772,14.039907,21.579758,22.785685,91.055893
4/30/99,16.832567,17.725433,10.977285,19.564693,28.727522,15.815703,13.854979,21.418201,22.713123,90.314575
5/3/99,17.220419,18.166853,11.105824,19.948324,28.971384,16.183733,14.062101,21.833637,23.269457,91.96666
5/4/99,17.113762,18.186474,10.75876,20.033564,28.532427,16.048149,13.943735,21.418201,23.003382,90.653473
5/5/99,17.317373,17.921618,10.823037,20.033564,29.117693,16.2031,14.0547,21.602842,22.809875,91.373627
5/6/99,17.46283,17.872572,10.643085,20.076199,28.386101,15.990037,13.758812,21.695162,22.301918,90.812355
5/7/99,17.501604,17.980478,10.848742,20.459824,28.87384,16.125629,13.928944,21.625912,22.809875,91.500687
5/10/99,17.404638,17.774485,10.810187,20.182756,29.117693,15.873811,13.891966,21.579758,22.785685,91.045319
5/11/99,17.375553,17.833345,10.938719,20.523752,29.556662,15.9416,13.943735,21.925962,23.24527,91.96666
5/12/99,16.939217,17.499821,11.09297,20.321285,30.141949,16.174053,13.980731,22.13368,23.39039,92.686813
5/13/99,16.871355,17.588099,11.195801,20.118818,30.056601,16.251535,14.165659,21.995197,23.269457,93.089287
5/14/99,16.822872,17.460585,10.848742,19.863073,29.26403,15.960979,13.899361,21.602842,22.809875,90.674629
5/17/99,16.803478,17.391912,10.643085,19.820442,29.678593,16.067516,14.187855,21.464357,22.350296,90.950012
5/18/99,16.396242,16.989731,10.66879,19.564693,29.946861,15.854448,13.877166,21.233562,22.495428,90.780556
5/19/99,16.561073,17.225157,10.745911,19.863073,30.044395,16.077209,14.165659,21.48744,22.229343,91.437172
5/20/99,16.367146,17.421345,10.60452,19.916348,29.654217,16.115944,14.136066,21.775942,22.42285,90.886467
5/21/99,16.357454,17.696009,10.578809,19.681915,29.312786,16.067516,14.002917,21.533598,22.277729,90.378075
5/24/99,16.289581,17.274202,10.347436,19.51141,28.678749,15.65106,14.143472,21.025839,21.793943,88.874283
5/25/99,16.134443,17.205538,10.077511,19.447481,28.081268,15.496098,14.158264,20.818129,21.576252,87.434006
5/26/99,15.979297,17.696009,10.405284,19.308945,28.666546,15.496098,14.232232,20.841204,21.818148,88.408356
5/27/99,15.610851,17.1663,10.154634,18.989267,28.45927,15.418612,13.988119,20.610395,21.382746,87.137451
5/28/99,15.300569,17.342869,10.315306,19.181072,28.825062,15.65106,14.017711,20.760424,21.685102,88.249458
6/1/99,15.959916,17.24478,10.167482,19.191729,28.178823,15.709173,14.010314,20.818129,21.818148,87.942368
6/2/99,15.940513,17.440964,10.103218,19.447481,28.483656,15.467042,14.010314,20.748875,21.769762,88.027061
6/3/99,15.988996,17.499821,10.096788,19.64995,28.288565,15.612321,13.877166,20.910439,22.277729,88.514221
6/4/99,16.289581,17.774485,10.283167,19.852421,29.129896,16.15469,14.084294,21.418201,22.447042,90.293434
6/7/99,16.338066,17.980478,10.475986,20.044226,29.654217,16.019091,14.202642,21.233562,22.507507,90.526421
6/8/99,16.134443,17.696009,10.289596,19.863073,28.971384,15.796337,14.202642,21.060465,22.168871,89.63681
6/9/99,15.979297,17.735249,10.263885,19.88438,29.410345,15.709173,14.313601,21.071999,21.951176,89.552063
6/10/99,16.250799,17.833345,10.071081,19.64995,28.971384,15.418612,14.195251,20.898899,21.636726,88.726059
6/11/99,16.105356,17.970663,10.090361,19.617973,28.581196,15.263653,14.099081,20.656565,21.527876,87.984688
6/14/99,16.493202,18.127617,10.038943,19.852421,28.447071,15.31208,14.491131,20.771961,21.552065,88.069405
6/15/99,16.638649,18.353226,10.090361,19.916348,28.703136,15.350817,14.505928,21.002758,21.406931,88.662506
6/16/99,16.706514,18.166853,10.353867,20.193409,29.885889,15.467042,14.64648,21.418201,21.987465,90.356964
6/17/99,16.764692,18.186474,10.553101,20.353251,30.215109,15.592947,14.520723,21.522062,21.878611,91.204178
6/18/99,16.807253,18.21944,10.569501,20.507231,30.48336,15.587111,14.572584,21.418201,22.041279,91.309547
6/21/99,16.398743,17.795506,10.633948,20.22982,31.251539,15.412082,14.460946,21.314335,22.428822,91.521957
6/22/99,16.184769,17.608175,10.517945,20.133799,30.593102,15.499593,14.40885,21.279713,22.283495,90.884651
6/23/99,16.262579,17.74621,10.414828,20.197819,30.824783,15.334298,14.364191,21.325876,21.968611,90.438522
6/24/99,15.892973,17.450445,10.247268,19.984425,30.190722,15.285677,14.207899,20.933517,21.92017,89.758682
6/25/99,15.990232,17.312414,10.273042,19.86705,30.227291,15.275957,14.133471,20.956608,21.847515,89.535591
6/28/99,16.29175,17.203962,10.511494,19.899061,30.727234,15.285677,14.282323,21.187405,22.271395,90.629723
6/29/99,16.194496,17.440573,10.543725,20.005756,31.117422,15.557946,14.289762,21.395121,22.646809,91.479515
6/30/99,16.184769,17.696909,10.762847,20.357859,31.592951,15.92744,14.594913,21.672079,23.082787,93.136604
7/1/99,16.340391,17.834938,10.878856,20.368538,31.946554,16.044128,14.54281,21.74132,23.203897,93.837639
7/2/99,16.671091,17.894091,10.878856,20.46456,32.361126,16.10247,14.550253,21.74132,23.325006,94.772408
7/6/99,16.593285,18.229305,10.969077,20.485891,32.178246,16.092739,14.505601,21.695162,23.51877,94.75116
7/7/99,16.496006,18.180008,10.930412,20.336515,32.556217,16.024675,14.639568,21.833637,23.300783,94.878632
7/8/99,16.379292,18.298317,10.891748,20.411207,32.995178,15.898269,14.520486,21.787487,23.107018,94.953026
7/9/99,16.641907,18.288454,10.904627,20.432552,33.348808,15.976058,14.520486,21.879791,23.107018,95.515968
7/12/99,16.53492,18.475775,10.814406,20.251177,33.397564,15.946891,14.460946,21.925962,22.961685,95.091095
7/13/99,16.525196,18.298317,10.698397,20.176479,33.251266,16.00523,14.39396,21.879791,22.792143,94.75116
7/14/99,16.437654,18.327892,10.724169,20.283167,33.665825,15.956607,14.483278,21.925962,22.840582,95.282288
7/15/99,16.184769,18.495487,10.820847,20.421881,33.909683,16.131643,14.706552,22.029812,23.143349,95.887733
7/16/99,16.330666,18.377184,10.878856,20.453888,34.214531,16.10247,14.877731,22.041353,23.276566,96.408287
7/19/99,16.175034,18.308168,10.801521,20.475224,33.79995,15.966338,14.736321,21.949039,23.228123,95.770897
7/20/99,16.145864,17.825079,10.666174,20.453888,32.397717,15.8302,14.803308,21.856716,22.62258,93.805763
7/21/99,16.106953,18.022264,10.543725,20.432552,32.678169,15.898269,14.892615,21.810556,22.404596,93.699585
7/22/99,16.184769,17.75606,10.556615,20.357859,31.666126,15.723244,14.870288,21.464357,22.113947,92.467415
7/23/99,16.184769,17.844797,10.440609,20.251177,31.751474,15.606561,14.773536,21.279713,21.944393,92.286819
7/26/99,15.980505,17.509588,10.479273,20.101793,31.032063,15.752415,14.795859,21.302801,22.065508,91.606972
7/27/99,16.204222,17.509588,10.62106,20.368538,31.800249,15.801039,14.885173,21.695162,22.186611,92.371796
7/28/99,16.29175,17.765932,10.492165,20.251177,32.09288,15.65517,14.855401,21.533598,22.113947,92.669212
7/29/99,15.990232,17.65748,10.337488,19.845713,31.556376,15.421818,14.609793,21.164318,21.774849,91.373268
7/30/99,15.999961,18.032116,10.105474,19.610975,31.227167,15.334298,14.639568,21.025839,21.363087,90.247345
8/2/99,16.048599,17.637762,10.053919,19.664324,31.166191,15.334298,14.862845,20.887362,21.205652,90.459778
8/3/99,16.038866,17.864513,9.925014,19.675005,31.044254,15.45098,14.766096,20.795038,20.939215,90.034866
8/4/99,16.427923,18.110992,9.796124,19.525616,30.666246,15.16899,14.54281,20.494993,20.515343,88.802689
8/5/99,16.544647,18.426477,9.834789,19.632317,30.910131,15.207887,14.676778,20.437298,20.333687,89.609978
8/6/99,16.301485,18.3969,9.576994,19.450922,30.92231,14.955077,14.617235,20.218046,20.176247,88.632721
8/9/99,16.145864,18.840559,9.602777,19.386919,30.568712,14.916175,14.676778,20.241121,19.909817,88.441551
8/10/99,16.087494,18.732117,9.435214,19.205532,30.056601,14.867558,14.40885,19.837223,19.909817,87.464249
8/11/99,16.496006,18.850416,9.615665,19.546955,31.019863,14.711976,14.334421,20.033405,20.345797,88.526512
8/12/99,16.641907,18.889862,9.660786,19.472273,30.629677,14.984247,14.259996,20.033405,20.588013,88.473373
8/13/99,16.632175,18.830696,9.976574,19.8137,31.605162,15.09121,14.446067,20.379604,20.999769,90.523499
8/16/99,16.389027,18.643377,9.93791,19.888386,31.702684,15.178717,14.334421,20.379604,21.290428,90.927132
8/17/99,16.593285,18.781406,10.298815,20.1658,31.849005,15.256508,14.490709,20.633474,21.241982,91.521957
8/18/99,16.311209,18.643377,10.18926,19.973745,31.483221,15.042583,14.401402,20.771961,21.169329,90.86338
8/19/99,16.44738,18.771551,10.053919,19.717676,31.166191,15.139821,14.237671,20.679642,20.987658,90.119827
8/20/99,16.593285,18.830696,10.1957,19.920404,31.263721,15.441254,14.200454,20.633474,21.217764,91.033363
8/23/99,16.612726,18.929285,10.466384,20.347191,31.983145,15.781588,14.267438,20.829662,21.556858,92.775421
8/24/99,16.544647,18.81098,10.492165,20.357859,32.48307,15.713515,14.230225,20.541166,21.532629,93.115341
8/25/99,16.145864,18.722256,10.408381,20.581932,33.16589,16.18026,14.431173,20.956608,21.750628,94.07132
8/26/99,15.961061,18.239159,10.169926,20.475224,32.763519,15.91772,14.438613,20.795038,21.326757,92.945381
8/27/99,15.970788,18.229305,10.00236,20.240492,32.580627,15.713515,14.245112,20.645021,21.241982,91.819374
8/30/99,15.659543,17.982824,9.673671,19.728346,32.044106,15.732967,14.051607,20.148804,20.781776,90.119827
8/31/99,15.280214,18.229305,9.660786,19.771023,32.324547,15.596835,13.939965,20.079567,20.539566,89.779907
9/1/99,15.484472,18.180008,9.705897,19.824369,32.495262,15.538494,13.992064,20.102644,20.563789,90.884651
9/2/99,15.328845,17.982824,9.518999,19.653658,32.373337,15.519044,13.798557,19.894917,20.321579,89.811821
9/3/99,15.678987,18.199728,10.00236,20.133799,33.55608,15.791315,14.059041,20.529613,20.878664,92.435471
9/7/99,15.445558,18.534935,9.731673,20.357859,33.568275,15.674626,13.962289,20.771961,20.551678,92.095566
9/8/99,15.445558,18.59408,9.667226,20.421881,33.336601,15.684347,13.761335,20.679642,20.442684,91.64946
9/9/99,15.45528,19.00816,9.551221,20.272509,33.62925,15.460699,13.813437,20.541166,20.515343,91.606972
9/10/99,15.776255,18.949011,9.622112,20.219154,33.995049,15.480154,13.865541,20.656565,20.902885,92.371796
9/13/99,15.892973,18.653244,9.531886,20.069773,33.531704,15.460699,13.992064,20.621933,20.842335,91.745071
9/14/99,15.640086,18.446199,9.357877,19.888386,33.897491,15.207887,13.999504,20.414228,20.733332,91.139587
9/15/99,15.494187,18.180008,9.312758,19.920404,33.190269,15.09121,14.01439,20.218046,20.551678,89.694923
9/16/99,15.017592,18.170149,9.28054,19.739014,33.043968,15.130097,13.939965,20.229576,20.115696,90.045471
9/17/99,15.327857,18.341675,9.479705,20.064585,33.702408,15.154654,14.122001,20.806581,20.399103,91.183235
9/20/99,15.113206,18.064379,9.369775,20.085957,33.848721,15.213135,14.046995,20.552704,20.374846,91.05542
9/21/99,14.927834,17.470148,9.221045,19.829403,33.153709,14.949997,13.859509,20.183416,19.913982,89.138008
9/22/99,14.820509,17.489964,9.214583,19.765274,33.214657,14.940254,14.122001,20.137259,20.132288,89.04213
9/23/99,14.576586,17.291878,9.143456,19.604933,31.995342,14.58941,13.994504,19.918003,20.229307,87.177979
9/24/99,14.274131,17.113619,9.208118,19.188026,32.068501,14.51144,13.792006,19.606426,19.816963,87.092773
9/27/99,14.63513,17.272078,9.052924,19.433886,32.397717,14.462712,13.994504,19.756447,20.156542,87.667984
9/28/99,14.430243,16.994778,9.039989,19.198725,32.544033,14.248304,13.837007,19.571802,20.0959,87.497559
9/29/99,14.586348,17.222563,8.975327,19.305614,31.946554,13.877964,14.017002,19.629498,19.950367,86.453636
9/30/99,14.800995,17.390923,9.156386,19.669054,32.190445,14.189823,14.294492,19.802601,20.241436,87.774513
10/1/99,14.86929,17.331493,9.001194,19.401815,31.995342,14.423728,14.19699,19.73336,20.350599,87.582756
10/4/99,14.888806,17.133432,9.34391,19.743887,32.775723,14.58941,14.429491,20.033405,21.005497,89.138008
10/5/99,14.791244,16.757078,9.382707,19.540789,32.970802,14.413982,14.046995,19.767979,21.041874,89.052788
10/6/99,14.97662,17.054197,9.544366,19.818727,33.37318,14.979233,14.256996,20.264202,21.27231,90.416275
10/7/99,15.074183,16.737282,9.453839,19.840109,33.202469,14.86228,14.054501,20.079567,21.211674,89.904953
10/8/99,15.171753,16.54911,9.621964,20.107338,33.178089,15.261864,14.159499,20.298822,21.818064,91.268456
10/11/99,15.20102,16.796703,9.518502,20.13941,33.507317,15.281353,14.069498,20.241121,21.975727,91.119308
10/12/99,14.986373,16.885834,9.337439,19.722519,32.909821,14.988984,13.792006,19.894917,21.526991,89.713219
10/13/99,14.800995,16.994778,9.059389,19.166647,32.044106,14.696603,13.919497,19.456408,21.27231,87.39106
10/14/99,15.025402,16.935347,9.046453,18.974237,31.861212,14.735589,14.009501,19.387163,20.969105,87.369736
10/15/99,14.63513,16.687756,8.639075,18.706989,31.105215,14.199576,13.679515,19.052498,20.435474,85.132774
10/18/99,14.713185,16.717463,8.917129,18.343533,30.824783,14.462712,13.78451,18.960176,20.56889,85.75058
10/19/99,14.742455,16.766987,9.104652,18.354231,30.337042,15.07669,13.619516,18.971729,20.775066,86.581467
10/20/99,14.615613,17.113619,9.266315,18.514572,31.556376,15.135163,13.642008,19.433317,21.138893,87.433655
10/21/99,14.83026,17.19285,9.31158,18.31147,31.044254,15.242372,13.432016,19.467941,20.956982,87.944946
10/22/99,15.025402,17.480059,9.699556,18.803194,31.117422,15.339823,13.597013,19.710274,21.502735,88.690628
10/25/99,15.025402,17.19285,9.615497,18.771128,31.202763,15.164404,13.447017,19.710274,21.126774,88.243225
10/26/99,14.800995,16.796703,9.466772,18.653545,31.214954,14.969491,13.529518,19.571802,20.605268,87.135376
10/27/99,14.771723,16.935347,9.932353,18.71768,31.178381,15.154654,13.882006,19.571802,20.665911,88.711922
10/28/99,14.732699,17.014582,10.637185,19.145264,31.983145,15.427545,14.399487,20.414228,21.442089,91.737167
10/29/99,15.15224,17.133432,10.57899,19.241474,33.16589,15.486017,14.369491,20.806581,22.036358,93.398903
11/1/99,15.005888,17.123516,10.449659,18.749754,33.117126,15.515253,14.504482,20.818129,21.878702,92.418884
11/2/99,15.142485,16.965059,10.436725,18.984915,32.970802,15.213135,14.369491,20.552704,21.721037,91.758438
11/3/99,15.122963,16.875923,10.391462,18.856647,33.458527,15.602961,14.204487,20.645021,21.539122,92.376297
11/4/99,15.318099,16.608524,10.514324,18.803194,33.714596,15.534741,14.129497,20.875826,21.805931,93.079361
11/5/99,15.288834,16.202477,10.772981,18.899405,34.080402,15.651695,14.249497,20.783495,21.951468,93.995468
11/8/99,15.142485,16.816507,10.714783,18.931471,34.421806,15.632199,14.339494,20.818129,21.878702,94.080658
11/9/99,15.20102,17.173038,10.507857,18.942163,34.043819,15.359321,14.129497,20.679642,21.648264,93.196533
11/10/99,15.240053,17.549376,10.346196,18.867334,34.641293,15.369062,14.189496,20.806581,21.733164,93.888885
11/11/99,15.15224,17.549376,10.287999,18.942163,35.116821,15.369062,14.144485,21.048929,21.781677,94.421494
11/12/99,15.20102,17.668228,10.734183,19.070446,35.311924,15.476274,14.189496,21.464357,22.291056,95.273674
11/15/99,15.591295,17.767263,10.727716,19.177334,35.153419,15.408052,14.122001,21.55669,22.327436,95.497383
11/16/99,15.649838,18.064379,11.018699,19.626297,35.897205,15.700418,14.092004,21.833637,22.424454,96.296318
11/17/99,15.591295,18.381292,10.785913,19.754574,35.555786,15.622455,14.19699,21.614382,22.230415,96.551964
11/18/99,15.493724,18.381292,10.753579,19.818727,36.762932,15.700418,14.092004,21.752859,22.327436,97.233704
11/19/99,15.42543,17.965338,10.59192,19.583548,37.104343,15.593218,14.099498,21.648998,22.121258,97.148476
11/22/99,15.249806,17.678133,10.553122,19.498035,37.336029,15.758888,13.942003,21.418201,21.866573,97.127197
11/23/99,15.113206,17.311693,10.384993,19.305614,37.006798,15.719913,13.7995,21.060465,21.781677,96.275017
11/24/99,15.13272,17.529577,10.262135,19.316303,37.579895,15.905089,13.724506,21.360508,21.90296,96.786346
11/26/99,15.093702,17.272078,10.191009,19.220091,37.872532,15.749146,13.882006,21.187405,22.169771,96.424118
11/29/99,14.752214,17.133432,9.94528,18.899405,37.543324,15.739399,13.724506,21.060465,22.36381,96.08329
11/30/99,14.93759,17.103714,10.113407,18.813887,36.42152,15.534741,13.897009,21.048929,22.048494,94.95414
12/1/99,14.97662,17.440439,10.03581,18.963539,36.775124,15.476274,13.9645,21.002758,22.31531,95.721069
12/2/99,15.288834,17.272078,10.081079,18.920776,37.653038,15.554234,13.882006,21.187405,22.218283,96.296318
12/3/99,15.386405,17.19285,10.320335,19.230783,38.726059,15.661439,14.151996,21.602842,22.472973,98.064598
12/6/99,15.396157,17.182941,10.042281,19.177334,38.994316,15.213135,14.054501,21.729778,22.509352,97.340248
12/7/99,15.220533,16.856117,10.022878,18.813887,39.091873,14.969491,14.159499,21.672079,22.133387,96.551964
12/8/99,15.347374,17.03438,9.783624,19.145264,38.67728,14.735589,14.046995,21.879791,22.012112,95.934128
12/9/99,15.288834,17.173038,9.925886,18.632162,38.57975,14.716104,14.061997,22.214451,21.975727,96.402863
12/10/99,15.474214,16.677858,10.10048,18.974237,38.774837,14.794062,13.957004,22.075977,22.582125,96.722366
12/13/99,15.493724,16.776892,9.984078,19.081127,39.030895,14.482199,13.949506,21.925962,23.26128,96.892845
12/14/99,15.649838,16.737282,9.744825,19.081127,38.287094,14.462712,13.942003,21.972124,22.95809,95.955421
12/15/99,16.08889,17.073999,9.718959,18.899405,39.067474,14.716104,14.001996,21.787487,23.067232,96.466766
12/16/99,15.805939,17.242363,9.505569,19.070446,39.799072,14.345764,13.859509,21.960577,23.576611,96.892845
